company_name,category,country_code,year_founded,funding_range,profile_url
Anam.ai,AI Agents,GB,2023,$10M-$50M,https://www.ai-market-watch.com/company/anam-ai
Anaut Inc.,AI in Healthcare,JP,2020,Undisclosed,https://www.ai-market-watch.com/company/anaut-inc
Anavid,Computer Vision,TN,2018,Undisclosed,https://www.ai-market-watch.com/company/anavid
Anchr,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/anchr
And Then,AI in Media / Gaming / Entertainment,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/and-then
Andera,AI in Fintech,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/andera
Andesite AI,AI in Cybersecurity,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/andesite-ai
Ando,AI in Supply Chain / Logistics,US,2019,$1M-$10M,https://www.ai-market-watch.com/company/ando
Andrenam,AI in Defense / Aerospace,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/andrenam
Andromeda,AI Infrastructure,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/andromeda
Anduril,Robotics / Embodied AI,US,2017,$1B+,https://www.ai-market-watch.com/company/anduril
Anduril Industries,AI in Defense / Aerospace,US,2017,$1B+,https://www.ai-market-watch.com/company/anduril-industries
Angelic Intelligence,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/angelic-intelligence
Angle Health,AI in Healthcare,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/angle-health
Aniai,Robotics / Embodied AI,KR,2020,$10M-$50M,https://www.ai-market-watch.com/company/aniai
Animaj,Generative Media (Image / Video),FR,2022,$100M-$500M,https://www.ai-market-watch.com/company/animaj
Ankar,AI in Legal,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/ankar
Anode,AI in Climate / Energy,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/anode
Another Earth,AI in Climate / Energy,AT,2024,$1M-$10M,https://www.ai-market-watch.com/company/another-earth
Anterior,AI in Healthcare,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/anterior
Anthropic,Foundation Models / LLMs,US,2021,Undisclosed,https://www.ai-market-watch.com/company/anthropic
Antidote,AI in Legal,GB,2025,$1M-$10M,https://www.ai-market-watch.com/company/antidote
Antioch,Robotics / Embodied AI,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/antioch
Antock,AI in Fintech,KR,2015,Undisclosed,https://www.ai-market-watch.com/company/antock
Antom,AI in Fintech,SG,2023,Undisclosed,https://www.ai-market-watch.com/company/antom
Anyformat,AI Agents,ES,2024,$1M-$10M,https://www.ai-market-watch.com/company/anyformat
AnyMind Group,AI in Marketing,JP,2016,$50M-$100M,https://www.ai-market-watch.com/company/anymind-group
Anysphere,AI Developer Tools,US,2022,$1B+,https://www.ai-market-watch.com/company/anysphere
Anything,AI Developer Tools,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/anything
Anzen,AI in Fintech,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/anzen
Aomni,AI in Marketing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/aomni
Apate.AI,AI in Cybersecurity,AU,2022,$1M-$10M,https://www.ai-market-watch.com/company/apate-ai
Apella,AI in Healthcare,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/apella
Apera AI,Robotics / Embodied AI,CA,2018,Undisclosed,https://www.ai-market-watch.com/company/apera-ai
Apheris,AI in Analytics & BI,DE,2019,$10M-$50M,https://www.ai-market-watch.com/company/apheris
Aplo,AI in Fintech,FR,2019,$10M-$50M,https://www.ai-market-watch.com/company/aplo
AppFactor,AI Infrastructure,GB,2022,$1M-$10M,https://www.ai-market-watch.com/company/appfactor
Applied Brain Research,AI Chips / Semiconductors,CA,2013,$1M-$10M,https://www.ai-market-watch.com/company/applied-brain-research
Applied Intuition,Robotics / Embodied AI,US,2017,$1B+,https://www.ai-market-watch.com/company/applied-intuition
Applied Labs,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/applied-labs
AppliedAI,AI Agents,AE,2021,$50M-$100M,https://www.ai-market-watch.com/company/appliedai
AppsFlyer,AI in Marketing,US,2011,$1B+,https://www.ai-market-watch.com/company/appsflyer
Apptronik,Robotics / Embodied AI,US,2016,$1B+,https://www.ai-market-watch.com/company/apptronik
Appy.AI,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/appy-ai
AppZen,AI in Fintech,US,2012,$100M-$500M,https://www.ai-market-watch.com/company/appzen
april,AI in Fintech,US,2021,$50M-$100M,https://www.ai-market-watch.com/company/april
Apuphi,AI in HR & Talent,IN,2023,Undisclosed,https://www.ai-market-watch.com/company/apuphi
Aqua Voice,Voice / Speech AI,US,2023,Undisclosed,https://www.ai-market-watch.com/company/aqua-voice
AquaExchange,AI in Agriculture,IN,2020,$10M-$50M,https://www.ai-market-watch.com/company/aquaexchange
Aracor AI,AI in Legal,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/aracor-ai
Arago,AI Infrastructure,FR,2024,$10M-$50M,https://www.ai-market-watch.com/company/arago
Aragorn AI,AI Agents,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/aragorn-ai
ARAI Systems,AI Agents,SG,2024,$1M-$10M,https://www.ai-market-watch.com/company/arai-systems
Aranya,AI Infrastructure,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/aranya
Arato,AI Infrastructure,IL,2024,$10M-$50M,https://www.ai-market-watch.com/company/arato
Arbiter,AI in Healthcare,US,2025,$50M-$100M,https://www.ai-market-watch.com/company/arbiter
Arca,AI in Fintech,US,2025,$50M-$100M,https://www.ai-market-watch.com/company/arca
Arcade.dev,AI Infrastructure,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/arcade-dev
Arcads.ai,Generative Media (Image / Video),FR,2024,$10M-$50M,https://www.ai-market-watch.com/company/arcads-ai
Arcascience,AI in Healthcare,FR,2018,$1M-$10M,https://www.ai-market-watch.com/company/arcascience
Arcee,Foundation Models / LLMs,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/arcee
Archestra,AI Safety,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/archestra
Archetype AI,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/archetype-ai
Archipelo,AI in Cybersecurity,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/archipelo
Architect AI,AI Agents,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/architect-ai
Architect Financial Technologies,AI in Fintech,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/architect-financial-technologies
Archon Robotics,Robotics / Embodied AI,CN,2026,$10M-$50M,https://www.ai-market-watch.com/company/archon-robotics
ARCLOW,AI Agents,KR,2026,Undisclosed,https://www.ai-market-watch.com/company/arclow
Arctis AI,AI in Legal,DE,2025,$1M-$10M,https://www.ai-market-watch.com/company/arctis-ai
Arctus Aerospace,Robotics / Embodied AI,IN,2023,$1M-$10M,https://www.ai-market-watch.com/company/arctus-aerospace
Ardent AI,AI Developer Tools,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/ardent-ai
Arena,Natural Language Processing,US,2025,$100M-$500M,https://www.ai-market-watch.com/company/arena
Ares,Computer Vision,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/ares
Arevo AB,AI in Agriculture,SE,2015,$10M-$50M,https://www.ai-market-watch.com/company/arevo-ab
Argentum AI,AI Infrastructure,US,2025,Undisclosed,https://www.ai-market-watch.com/company/argentum-ai
Argon AI,AI in Healthcare,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/argon-ai
ARGU,Computer Vision,IL,2024,$1M-$10M,https://www.ai-market-watch.com/company/argu
Aria Networks,AI Infrastructure,US,2025,$100M-$500M,https://www.ai-market-watch.com/company/aria-networks
Arine,AI in Healthcare,US,2017,$50M-$100M,https://www.ai-market-watch.com/company/arine
Arinna,AI in Climate / Energy,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/arinna
Aristo,AI Infrastructure,KR,2025,Undisclosed,https://www.ai-market-watch.com/company/aristo
Ark,AI in Healthcare,KR,2018,$10M-$50M,https://www.ai-market-watch.com/company/ark
Arkeon Technologies,AI Chips / Semiconductors,SE,2025,<$1M,https://www.ai-market-watch.com/company/arkeon-technologies
Arkero,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/arkero
Arkeus,AI in Defense / Aerospace,AU,2020,$10M-$50M,https://www.ai-market-watch.com/company/arkeus
Arknovv (致敬未知),AI Agents,CN,2022,$10M-$50M,https://www.ai-market-watch.com/company/arknovv
Arlo Health,AI in Healthcare,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/arlo-health
Armada,AI Infrastructure,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/armada
Armadin,AI in Cybersecurity,US,2025,$100M-$500M,https://www.ai-market-watch.com/company/armadin
ArmorCode,AI in Cybersecurity,US,2020,$50M-$100M,https://www.ai-market-watch.com/company/armorcode
Arphie,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/arphie
Arrive AI,AI in Supply Chain / Logistics,US,2014,$50M-$100M,https://www.ai-market-watch.com/company/arrive-ai
Arrowhead,Voice / Speech AI,IN,2022,$1M-$10M,https://www.ai-market-watch.com/company/arrowhead
Artemis,AI in Cybersecurity,US,2025,$50M-$100M,https://www.ai-market-watch.com/company/artemis
Artera,AI in Healthcare,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/artera
Arthrosi Therapeutics,AI in Healthcare,US,2018,$100M-$500M,https://www.ai-market-watch.com/company/arthrosi-therapeutics
Articul8,AI Agents,US,2024,$100M-$500M,https://www.ai-market-watch.com/company/articul8
Artificial Analysis,AI in Analytics & BI,US,2023,Undisclosed,https://www.ai-market-watch.com/company/artificial-analysis
Artificial Societies,AI in Marketing,US,2024,<$1M,https://www.ai-market-watch.com/company/artificial-societies
Artisan AI,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/artisan-ai
Artlist,Generative Media (Image / Video),IL,2016,$10M-$50M,https://www.ai-market-watch.com/company/artlist
Artue,Foundation Models / LLMs,KR,2022,$1M-$10M,https://www.ai-market-watch.com/company/artue
Arvist,AI in Supply Chain / Logistics,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/arvist
ARX Robotics,Robotics / Embodied AI,DE,2021,$50M-$100M,https://www.ai-market-watch.com/company/arx-robotics
Arya.ag,AI in Agriculture,IN,2013,$100M-$500M,https://www.ai-market-watch.com/company/arya-ag
Ascentiz,Robotics / Embodied AI,CN,2024,$50M-$100M,https://www.ai-market-watch.com/company/ascentiz
Ascentra Labs,AI Agents,GB,2025,$1M-$10M,https://www.ai-market-watch.com/company/ascentra-labs
Asepha,AI in Healthcare,CA,2023,$1M-$10M,https://www.ai-market-watch.com/company/asepha
Ashby,AI in HR & Talent,US,2018,$50M-$100M,https://www.ai-market-watch.com/company/ashby
Ask My Guru,Foundation Models / LLMs,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/ask-my-guru
Askitmore,AI Developer Tools,KR,2025,Undisclosed,https://www.ai-market-watch.com/company/askitmore
Aspora,AI in Fintech,GB,2022,$50M-$100M,https://www.ai-market-watch.com/company/aspora
Assertion AI,AI in Analytics & BI,US,2025,<$1M,https://www.ai-market-watch.com/company/assertion-ai
Assessli,AI in HR & Talent,IN,2022,$1M-$10M,https://www.ai-market-watch.com/company/assessli
Asseta AI,AI in Fintech,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/asseta-ai
Assort Health,AI in Healthcare,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/assort-health
Astelia,AI in Cybersecurity,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/astelia
Astra Nova,AI in Media / Gaming / Entertainment,SA,2022,$10M-$50M,https://www.ai-market-watch.com/company/astra-nova
Astra Security,AI in Cybersecurity,IN,2018,$1M-$10M,https://www.ai-market-watch.com/company/astra-security
Astral,AI Developer Tools,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/astral
AstralQ,AI in Manufacturing,US,2025,Undisclosed,https://www.ai-market-watch.com/company/astralq
Astreya,AI Agents,US,2001,Undisclosed,https://www.ai-market-watch.com/company/astreya
Astrix,AI in Cybersecurity,IL,2021,$50M-$100M,https://www.ai-market-watch.com/company/astrix
Astromech,AI in Biotech / Drug Discovery,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/astromech
Astronomer,AI Developer Tools,US,2015,$100M-$500M,https://www.ai-market-watch.com/company/astronomer
Astrus,AI Chips / Semiconductors,CA,2022,$1M-$10M,https://www.ai-market-watch.com/company/astrus
Async,AI Agents,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/async
Ataccama,AI in Analytics & BI,US,2007,$100M-$500M,https://www.ai-market-watch.com/company/ataccama
Atalan,AI in Healthcare,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/atalan
Ataraxis AI,AI in Healthcare,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/ataraxis-ai
ATDev,Robotics / Embodied AI,US,2020,$1M-$10M,https://www.ai-market-watch.com/company/atdev
ATG Autonomous Technologies,AI in Fintech,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/atg-autonomous-technologies
Athenic AI,AI in Analytics & BI,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/athenic-ai
Atlas,AI in Fintech,SG,2025,$1M-$10M,https://www.ai-market-watch.com/company/atlas
Atlys,AI in Fintech,US,2021,$50M-$100M,https://www.ai-market-watch.com/company/atlys
Atolio,AI Agents,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/atolio
ATOM Inc.,Robotics / Embodied AI,JP,2025,$10M-$50M,https://www.ai-market-watch.com/company/atom-inc
AtomBite.AI,Robotics / Embodied AI,CN,2026,$1M-$10M,https://www.ai-market-watch.com/company/atombite-ai
Atomic Industries,,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/atomic-industries
Atomicwork Inc.,AI Agents,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/atomicwork-inc
Atria AI,AI in Legal,GB,2023,<$1M,https://www.ai-market-watch.com/company/atria-ai
Atsuya,AI in Climate / Energy,IN,2017,$1M-$10M,https://www.ai-market-watch.com/company/atsuya
Atsuya Technologies,AI in Climate / Energy,IN,2017,$1M-$10M,https://www.ai-market-watch.com/company/atsuya-technologies
Attention,AI Agents,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/attention
Attention Engineering,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/attention-engineering
Attentive.ai,AI Infrastructure,US,2017,$10M-$50M,https://www.ai-market-watch.com/company/attentive-ai
Attestable,AI Safety,IL,2025,$10M-$50M,https://www.ai-market-watch.com/company/attestable
AttiFin AI,AI in Legal,GB,2025,$1M-$10M,https://www.ai-market-watch.com/company/attifin-ai
Attio,AI in Marketing,GB,2019,$100M-$500M,https://www.ai-market-watch.com/company/attio
Auctor,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/auctor
AudAi,Voice / Speech AI,KR,2023,Undisclosed,https://www.ai-market-watch.com/company/audai
Auditoria.AI,AI in Fintech,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/auditoria-ai
Audivi AI,Voice / Speech AI,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/audivi-ai
Augment,AI in Supply Chain / Logistics,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/augment
Augmenta,AI Agents,CA,2018,$10M-$50M,https://www.ai-market-watch.com/company/augmenta
Augmented Healthcare,AI in Healthcare,GB,2025,Undisclosed,https://www.ai-market-watch.com/company/augmented-healthcare
Augmentus,Robotics / Embodied AI,SG,2019,$10M-$50M,https://www.ai-market-watch.com/company/augmentus
Augur,Computer Vision,GB,2024,$10M-$50M,https://www.ai-market-watch.com/company/augur
Augury,AI Agents,US,2011,$100M-$500M,https://www.ai-market-watch.com/company/augury
August,AI in Legal,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/august
August Health,AI in Healthcare,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/august-health
AUI (Augmented User Intelligence),AI Agents,US,2017,$50M-$100M,https://www.ai-market-watch.com/company/aui-augmented-user-intelligence
Auquan,AI in Fintech,GB,2016,$1M-$10M,https://www.ai-market-watch.com/company/auquan
Aurascape,AI in Cybersecurity,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/aurascape
Aurasell,AI in Marketing,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/aurasell
Aurelian,Voice / Speech AI,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/aurelian
Aurelius Systems,Robotics / Embodied AI,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/aurelius-systems
AUTHENTIC JAPAN,,JP,2011,$10M-$50M,https://www.ai-market-watch.com/company/authentic-japan
Authentica,AI in Supply Chain / Logistics,CA,2024,$1M-$10M,https://www.ai-market-watch.com/company/authentica
AutoAcquireAI,AI in Analytics & BI,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/autoacquireai
AutoDukan,AI in Supply Chain / Logistics,IN,2017,$1M-$10M,https://www.ai-market-watch.com/company/autodukan
AutomateNexus,Robotics / Embodied AI,US,2024,Undisclosed,https://www.ai-market-watch.com/company/automatenexus
Automotus,AI in Government / Public Sector,US,2017,$10M-$50M,https://www.ai-market-watch.com/company/automotus
Autonomize AI,AI in Healthcare,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/autonomize-ai
Autonomous A2Z,AI in Government / Public Sector,KR,2018,$50M-$100M,https://www.ai-market-watch.com/company/autonomous-a2z
AutonomyAI,AI Developer Tools,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/autonomyai
Auxia,AI in Marketing,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/auxia
Avant Technologies,AI in Healthcare,US,2017,$10M-$50M,https://www.ai-market-watch.com/company/avant-technologies
Avantos,AI in Fintech,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/avantos
Avataar,AI Agents,IN,2014,$50M-$100M,https://www.ai-market-watch.com/company/avataar
Avedian,AI in Healthcare,AR,2017,$1M-$10M,https://www.ai-market-watch.com/company/avedian
AVELIN AI,AI Infrastructure,AE,2026,$1M-$10M,https://www.ai-market-watch.com/company/avelin-ai
Aventur,AI in Fintech,GB,2020,Undisclosed,https://www.ai-market-watch.com/company/aventur
Avenue Biosciences,AI in Healthcare,FI,2023,$1M-$10M,https://www.ai-market-watch.com/company/avenue-biosciences
AvenuesAI,AI in Fintech,IN,2007,$100M-$500M,https://www.ai-market-watch.com/company/avenuesai
AVIATE Inc.,AI Agents,JP,2026,<$1M,https://www.ai-market-watch.com/company/aviate-inc
Avidbots,Robotics / Embodied AI,CA,2014,$100M-$500M,https://www.ai-market-watch.com/company/avidbots
Aviwell,AI in Agriculture,FR,2016,$10M-$50M,https://www.ai-market-watch.com/company/aviwell
Avo (AvoMD),AI in Healthcare,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/avo-avomd
Avoca,AI Agents,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/avoca
